permit_number,outfall_number,parameter_code,parameter_name,limit_type,limit_value,unit,review_status
KYGE40869,028,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,029,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,029,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,029,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,033,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,033,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,033,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,034,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,034,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,034,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,035,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,035,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,035,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,036,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,036,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,036,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,037,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,037,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,037,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,038,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,038,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,038,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,039,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,039,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,039,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,040,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,040,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,040,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,041,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,041,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,041,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,042,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,042,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,042,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,043,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,043,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,043,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,044,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,044,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,044,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,045,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,045,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,045,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,046,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,046,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,046,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,047,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,047,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,047,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,048,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,048,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,048,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,049,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,049,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,049,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,050,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,050,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,050,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,051,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,051,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,051,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,052,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,052,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,052,50050,Flow,daily_max,70,GPM,pending_review
KYGE40869,053,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
KYGE40869,053,00945,Sulfate,daily_max,320,mg/l,pending_review
KYGE40869,053,50050,Flow,daily_max,70,GPM,pending_review
WV1018965,001,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,001,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,001,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,002,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,002,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,002,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,003,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,003,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,003,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,004,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,004,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,004,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,005,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,005,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,005,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,006,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,006,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,006,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,007,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,007,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,007,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,008,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,008,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,008,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,009,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,009,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,009,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,010,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,010,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,010,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,011,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,011,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,011,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,012,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,012,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,012,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,013,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,013,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,013,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,014,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,014,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,014,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,015,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,015,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,015,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,016,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,016,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,016,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,017,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,017,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,017,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,018,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,018,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,018,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,019,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,019,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,019,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,020,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,020,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,020,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018965,021,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018965,021,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018965,021,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,001,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,001,00410,Alkalinity,daily_max,35,mg/L,pending_review
WV1021079,001,00916,Calcium,daily_max,70,MG/L,pending_review
WV1021079,001,00927,Magnesium,daily_max,0.5,MG/L,pending_review
WV1021079,001,00929,Sodium,daily_max,0.43,mg/L,pending_review
WV1021079,001,00937,Potassium,daily_max,5.25,mg/L,pending_review
WV1021079,001,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,001,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,002,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,002,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,002,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,003,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,003,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,003,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,004,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,004,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,004,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,005,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,005,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,005,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,006,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,006,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,006,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,007,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,007,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,007,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,008,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,008,00410,Alkalinity,daily_max,35,mg/L,pending_review
WV1021079,008,00916,Calcium,daily_max,70,MG/L,pending_review
WV1021079,008,00927,Magnesium,daily_max,0.5,MG/L,pending_review
WV1021079,008,00929,Sodium,daily_max,0.43,mg/L,pending_review
WV1021079,008,00937,Potassium,daily_max,5.25,mg/L,pending_review
WV1021079,008,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,008,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,009,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,009,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,009,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,010,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,010,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,010,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,011,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,011,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,011,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,012,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,012,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,012,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,013,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,013,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,013,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,014,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,014,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,014,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021079,015,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021079,015,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021079,015,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,001,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,001,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,001,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,002,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,002,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,002,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,003,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,003,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,003,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,004,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,004,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,004,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,005,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,005,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,005,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,006,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,006,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,006,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,007,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,007,00410,Alkalinity,daily_max,35,mg/L,pending_review
WV1026488,007,00916,Calcium,daily_max,70,MG/L,pending_review
WV1026488,007,00927,Magnesium,daily_max,0.5,MG/L,pending_review
WV1026488,007,00929,Sodium,daily_max,0.43,mg/L,pending_review
WV1026488,007,00937,Potassium,daily_max,5.25,mg/L,pending_review
WV1026488,007,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,007,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,007,61426,"Toxicity, Chronic Ceriodaphnia",daily_max,0.82,tox chronic,pending_review
WV1026488,008,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,008,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,008,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,009,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,009,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,009,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,010,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,010,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,010,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,011,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,011,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,011,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,012,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,012,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,012,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,013,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,013,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,013,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,014,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,014,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,014,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1026488,015,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1026488,015,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1026488,015,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,001,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,001,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,001,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,002,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,002,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,002,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,003,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,003,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,003,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,004,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,004,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,004,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,005,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,005,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,005,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,006,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,006,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,006,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,007,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,007,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,007,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,008,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,008,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,008,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,009,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,009,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,009,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,010,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,010,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,010,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,011,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,011,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,011,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,012,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,012,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,012,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,013,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,013,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,013,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,014,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,014,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,014,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,015,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,015,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,015,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1021338,016,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1021338,016,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1021338,016,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,001,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,001,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,001,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,002,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,002,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,002,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,003,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,003,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,003,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,004,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,004,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,004,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,005,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,005,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,005,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,006,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,006,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,006,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,007,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,007,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,007,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,008,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,008,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,008,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,009,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,009,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,009,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,010,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,010,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,010,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,011,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,011,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,011,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,012,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,012,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,012,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,013,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,013,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,013,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,014,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,014,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,014,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,015,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,015,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,015,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1022580,016,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1022580,016,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1022580,016,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,001,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,001,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,001,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,002,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,002,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,002,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,003,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,003,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,003,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,004,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,004,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,004,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,005,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,005,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,005,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,006,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,006,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,006,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,007,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,007,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,007,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,008,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,008,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,008,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,009,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,009,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,009,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,010,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,010,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,010,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,011,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,011,00945,Sulfate,daily_max,320,mg/l,pending_review
WV1018736,011,01106,"Aluminum, Dissolved",daily_max,0.75,MG/L,pending_review
WV1018736,012,00095,Specific Conductance,daily_max,70,UMHO/CM,pending_review
WV1018736,012,00945,Sulfate,daily_max,320,mg/l,pending_review
